0.16828,0.02166,0.03437,0.00501,0.04154,0.41832,0.00137,0.00047,0.00142,0.00179,0.02150,0.02371,0.00470,0.00381,0.01174,0.05067,0.00835,0.00764,0.00491,0.00462,0.00452,0.00239,0.00370,0.00066,0.00068,0.03111,0.01452,0.00302,0.01547,0.01003,0.00116,0.00407,0.00982,0.00226,0.00071,0.00207,0.00247,0.00079,0.00074,0.00050,0.00045,0.00076,0.00087,0.01746,0.00859,0.02463,0.00071
0.07361,0.09405,0.05608,0.01544,0.06664,0.41299,0.00170,0.00048,0.00143,0.00212,0.01686,0.01659,0.00466,0.00586,0.01777,0.02850,0.01170,0.01273,0.01065,0.01235,0.01260,0.00391,0.00645,0.00057,0.00128,0.01852,0.01434,0.00344,0.00848,0.00653,0.00116,0.00279,0.00880,0.00168,0.00044,0.00218,0.00317,0.00086,0.00137,0.00055,0.00048,0.00063,0.00086,0.01575,0.00384,0.01609,0.00101
0.05440,0.04276,0.10447,0.01749,0.04588,0.46048,0.00115,0.00034,0.00092,0.00151,0.01023,0.01303,0.00249,0.00384,0.00933,0.01936,0.00856,0.01136,0.00822,0.01148,0.01333,0.00442,0.00722,0.00076,0.00145,0.02925,0.01643,0.00356,0.01132,0.00903,0.00123,0.00320,0.01184,0.00257,0.00044,0.00239,0.00267,0.00070,0.00076,0.00056,0.00060,0.00052,0.00070,0.02055,0.00462,0.02159,0.00103
0.04719,0.05841,0.08538,0.05841,0.04060,0.38433,0.00203,0.00033,0.00108,0.00248,0.00838,0.01022,0.00246,0.00505,0.01009,0.01522,0.01004,0.01558,0.01394,0.02921,0.02650,0.01005,0.01892,0.00109,0.00505,0.01721,0.01817,0.00456,0.00553,0.00816,0.00268,0.00812,0.01518,0.00361,0.00035,0.00288,0.00411,0.00119,0.00137,0.00208,0.00064,0.00051,0.00086,0.01879,0.00553,0.01498,0.00144
0.07562,0.03908,0.04830,0.00941,0.10031,0.47372,0.00091,0.00020,0.00131,0.00150,0.01161,0.01435,0.00252,0.00311,0.01019,0.02808,0.00778,0.00722,0.00478,0.00472,0.00626,0.00248,0.00500,0.00046,0.00083,0.03069,0.01641,0.00270,0.01033,0.00769,0.00069,0.00302,0.00950,0.00235,0.00031,0.00280,0.00256,0.00065,0.00122,0.00041,0.00033,0.00030,0.00067,0.01748,0.00515,0.02400,0.00098
0.06358,0.02973,0.05267,0.01158,0.04305,0.50923,0.00124,0.00033,0.00093,0.00209,0.00858,0.01191,0.00184,0.00233,0.00818,0.02442,0.00667,0.00758,0.00600,0.00756,0.00849,0.00447,0.00778,0.00060,0.00136,0.03713,0.01962,0.00378,0.01320,0.01049,0.00127,0.00536,0.01156,0.00280,0.00047,0.00278,0.00322,0.00062,0.00109,0.00096,0.00071,0.00053,0.00069,0.02180,0.00602,0.03282,0.00089
0.00473,0.00238,0.00322,0.00047,0.00117,0.02920,0.42560,0.08824,0.02418,0.04531,0.13872,0.04248,0.00875,0.00834,0.01223,0.03263,0.00561,0.01572,0.00504,0.00611,0.01059,0.00346,0.00311,0.00215,0.00408,0.00428,0.00248,0.00445,0.01121,0.00324,0.00057,0.00131,0.00184,0.00039,0.00043,0.00982,0.00926,0.01025,0.00166,0.00086,0.00047,0.00049,0.00078,0.00271,0.00242,0.00664,0.00094
0.00426,0.00192,0.00311,0.00047,0.00109,0.02747,0.31195,0.17955,0.02865,0.05093,0.14492,0.04514,0.00836,0.00855,0.01213,0.03402,0.00601,0.01615,0.00511,0.00496,0.00937,0.00332,0.00264,0.00220,0.00406,0.00412,0.00284,0.00453,0.01271,0.00325,0.00070,0.00089,0.00194,0.00051,0.00084,0.01159,0.00937,0.01404,0.00161,0.00058,0.00027,0.00037,0.00058,0.00278,0.00276,0.00616,0.00124
0.01758,0.00994,0.00977,0.00245,0.00671,0.08132,0.03208,0.01254,0.09294,0.06201,0.22767,0.08852,0.02753,0.02391,0.03263,0.07900,0.01443,0.02516,0.01026,0.00824,0.01271,0.00336,0.00522,0.00198,0.00213,0.01260,0.00619,0.00658,0.01503,0.00813,0.00160,0.00285,0.00549,0.00100,0.00064,0.00641,0.00568,0.00411,0.00183,0.00026,0.00017,0.00036,0.00049,0.00828,0.00553,0.01563,0.00104
0.01348,0.00692,0.00730,0.00139,0.00470,0.05980,0.03236,0.01195,0.03614,0.12929,0.29634,0.09522,0.02346,0.01580,0.02865,0.07740,0.01049,0.01880,0.00819,0.00687,0.01174,0.00414,0.00709,0.00233,0.00391,0.00757,0.00447,0.00471,0.01109,0.00728,0.00109,0.00147,0.00434,0.00036,0.00032,0.00737,0.00455,0.00162,0.00153,0.00071,0.00051,0.00033,0.00068,0.00582,0.00412,0.01517,0.00115
0.02041,0.00919,0.00708,0.00120,0.00591,0.08341,0.01705,0.00773,0.02514,0.05751,0.30169,0.11275,0.02660,0.01748,0.03068,0.10179,0.01134,0.02146,0.00765,0.00608,0.00903,0.00308,0.00434,0.00187,0.00336,0.01093,0.00475,0.00568,0.01807,0.00935,0.00090,0.00185,0.00410,0.00059,0.00049,0.00729,0.00811,0.00159,0.00124,0.00056,0.00044,0.00028,0.00059,0.00559,0.00385,0.01894,0.00098
0.03011,0.01210,0.01065,0.00179,0.01074,0.13309,0.00910,0.00343,0.01313,0.03013,0.18013,0.15136,0.02034,0.01344,0.02849,0.13089,0.01503,0.02385,0.01014,0.00688,0.00841,0.00216,0.00561,0.00239,0.00231,0.01769,0.00830,0.00761,0.02381,0.01068,0.00091,0.00250,0.00759,0.00095,0.00030,0.00746,0.00604,0.00134,0.00082,0.00058,0.00035,0.00041,0.00052,0.01037,0.00735,0.02806,0.00065
0.03843,0.02268,0.01640,0.00252,0.01572,0.14126,0.00950,0.00452,0.02447,0.02504,0.15501,0.09296,0.07221,0.03214,0.05269,0.10306,0.02241,0.02931,0.01431,0.01219,0.01482,0.00390,0.00449,0.00189,0.00324,0.01383,0.00741,0.00367,0.00819,0.00665,0.00088,0.00154,0.00464,0.00057,0.00055,0.00224,0.00374,0.00086,0.00177,0.00072,0.00041,0.00033,0.00051,0.00601,0.00322,0.01609,0.00105
0.02966,0.03548,0.01846,0.00478,0.01593,0.13321,0.00940,0.00356,0.01969,0.02100,0.12979,0.07338,0.04019,0.08149,0.06133,0.07157,0.03421,0.05424,0.02157,0.01819,0.02580,0.00478,0.00754,0.00254,0.00444,0.01226,0.00911,0.00322,0.00696,0.00483,0.00104,0.00206,0.00319,0.00095,0.00041,0.00236,0.00365,0.00079,0.00116,0.00070,0.00032,0.00045,0.00075,0.00682,0.00247,0.01332,0.00097
0.04924,0.03735,0.02790,0.00565,0.02768,0.23230,0.00589,0.00242,0.01023,0.01158,0.08601,0.06084,0.02777,0.02568,0.09543,0.08050,0.03492,0.02965,0.01567,0.01118,0.01667,0.00385,0.00798,0.00153,0.00236,0.01689,0.01096,0.00316,0.00809,0.00674,0.00076,0.00169,0.00507,0.00071,0.00040,0.00245,0.00265,0.00069,0.00149,0.00064,0.00031,0.00044,0.00042,0.00820,0.00280,0.01452,0.00064
0.06106,0.01773,0.01419,0.00227,0.01585,0.24050,0.00670,0.00297,0.00707,0.01380,0.08689,0.07334,0.01461,0.00917,0.02409,0.19442,0.01565,0.01582,0.00954,0.00533,0.00825,0.00233,0.00567,0.00196,0.00194,0.02286,0.00996,0.00707,0.02008,0.00912,0.00123,0.00404,0.00872,0.00196,0.00056,0.00639,0.00494,0.00154,0.00053,0.00042,0.00036,0.00031,0.00076,0.01346,0.00965,0.02432,0.00059
0.04162,0.05134,0.03643,0.01095,0.03350,0.18424,0.00645,0.00324,0.00981,0.00997,0.04847,0.03385,0.02130,0.03067,0.04451,0.04803,0.09390,0.06288,0.03960,0.03032,0.04171,0.01104,0.01551,0.00393,0.00513,0.01142,0.01132,0.00289,0.00557,0.00450,0.00151,0.00217,0.00466,0.00072,0.00063,0.00233,0.00434,0.00157,0.00192,0.00101,0.00038,0.00047,0.00135,0.00818,0.00233,0.01073,0.00160
0.02603,0.03801,0.02831,0.01093,0.01661,0.14553,0.01060,0.00315,0.01148,0.01121,0.06573,0.04213,0.02076,0.03543,0.04288,0.04581,0.04672,0.13741,0.04156,0.03808,0.06537,0.01296,0.01553,0.00342,0.00611,0.01368,0.00861,0.00435,0.00720,0.00405,0.00098,0.00183,0.00458,0.00071,0.00051,0.00313,0.00332,0.00108,0.00179,0.00085,0.00022,0.00065,0.00112,0.00653,0.00297,0.00928,0.00081
0.03689,0.05630,0.04877,0.01633,0.03090,0.20042,0.00803,0.00302,0.00737,0.00861,0.03201,0.02725,0.01341,0.01938,0.03171,0.03689,0.04968,0.05949,0.07716,0.04487,0.06082,0.01429,0.01613,0.00385,0.00622,0.01497,0.01007,0.00367,0.00468,0.00486,0.00156,0.00262,0.00584,0.00156,0.00055,0.00269,0.00445,0.00098,0.00299,0.00093,0.00063,0.00053,0.00106,0.01185,0.00267,0.00986,0.00116
0.03039,0.04476,0.04747,0.02141,0.02193,0.24547,0.00557,0.00144,0.00319,0.00617,0.02166,0.01603,0.00588,0.01046,0.01924,0.02393,0.02467,0.04572,0.03831,0.08343,0.08489,0.02512,0.03021,0.00323,0.00909,0.01854,0.01594,0.00624,0.00723,0.00548,0.00222,0.00478,0.01113,0.00370,0.00061,0.00359,0.00460,0.00121,0.00265,0.00184,0.00081,0.00090,0.00155,0.02004,0.00487,0.01010,0.00231
0.02171,0.04099,0.03420,0.01398,0.01530,0.21487,0.00759,0.00232,0.00412,0.00674,0.03173,0.02408,0.00714,0.01568,0.02640,0.03157,0.03368,0.06442,0.04505,0.05220,0.13721,0.02252,0.02389,0.00558,0.00955,0.01845,0.01294,0.00610,0.00894,0.00489,0.00160,0.00329,0.00681,0.00228,0.00044,0.00294,0.00302,0.00076,0.00141,0.00097,0.00049,0.00079,0.00129,0.01550,0.00363,0.00970,0.00126
0.01942,0.02453,0.02856,0.01351,0.01310,0.22301,0.00484,0.00235,0.00296,0.00544,0.02097,0.01521,0.00417,0.00803,0.01586,0.02061,0.01913,0.03647,0.02997,0.04536,0.07647,0.06662,0.04638,0.00985,0.03802,0.02304,0.01940,0.00924,0.01194,0.01059,0.00605,0.01171,0.02016,0.00679,0.00114,0.00474,0.00574,0.00123,0.00251,0.00335,0.00180,0.00196,0.00215,0.03408,0.01149,0.01725,0.00284
0.02948,0.03293,0.03955,0.01995,0.01780,0.24643,0.00553,0.00156,0.00287,0.00615,0.02060,0.01311,0.00511,0.00598,0.01333,0.01831,0.01611,0.02922,0.02537,0.04908,0.05359,0.03231,0.07206,0.00440,0.01726,0.02464,0.02295,0.00973,0.01000,0.01127,0.00560,0.01304,0.02446,0.00669,0.00089,0.00500,0.00567,0.00140,0.00293,0.00251,0.00180,0.00109,0.00162,0.03991,0.00938,0.01853,0.00280
0.00318,0.00458,0.00790,0.00213,0.00231,0.06134,0.00848,0.00310,0.00332,0.00592,0.02031,0.01245,0.00285,0.00390,0.00707,0.01100,0.00974,0.03031,0.01277,0.03154,0.09583,0.03074,0.03103,0.47003,0.06722,0.00498,0.00408,0.00292,0.00480,0.00245,0.00328,0.00191,0.00509,0.00238,0.00072,0.00386,0.00332,0.00079,0.00097,0.00076,0.00032,0.00231,0.00130,0.00686,0.00213,0.00444,0.00126
0.01440,0.01608,0.01967,0.00838,0.00757,0.17443,0.00769,0.00229,0.00236,0.00643,0.01980,0.01239,0.00347,0.00459,0.00717,0.01403,0.01114,0.02576,0.01951,0.03200,0.05405,0.04525,0.03480,0.02482,0.24979,0.01792,0.01418,0.01385,0.01087,0.00969,0.00497,0.00848,0.01426,0.00418,0.00076,0.00451,0.00656,0.00160,0.00273,0.00439,0.00241,0.00494,0.00439,0.02601,0.00977,0.01198,0.00370
0.03868,0.01003,0.01730,0.00258,0.01202,0.23575,0.00094,0.00028,0.00056,0.00135,0.00949,0.01026,0.00127,0.00103,0.00612,0.01880,0.00324,0.00403,0.00361,0.00378,0.00337,0.00251,0.00363,0.00049,0.00045,0.17117,0.03896,0.02344,0.07110,0.03377,0.00562,0.01204,0.03362,0.00644,0.00182,0.01011,0.01118,0.00376,0.00507,0.00365,0.00155,0.00202,0.00343,0.04094,0.02872,0.09570,0.00432
0.03287,0.01269,0.02082,0.00407,0.01519,0.21197,0.00068,0.00027,0.00079,0.00105,0.00903,0.00892,0.00091,0.00105,0.00545,0.01514,0.00415,0.00533,0.00496,0.00459,0.00467,0.00314,0.00568,0.00031,0.00066,0.13462,0.08183,0.02574,0.05572,0.03208,0.00762,0.01855,0.05047,0.00897,0.00194,0.01095,0.01295,0.00450,0.00494,0.00411,0.00207,0.00227,0.00362,0.06121,0.03120,0.06512,0.00514
0.00726,0.00199,0.00424,0.00088,0.00349,0.05722,0.00075,0.00030,0.00088,0.00088,0.00655,0.00647,0.00045,0.00058,0.00148,0.00821,0.00101,0.00174,0.00159,0.00195,0.00129,0.00101,0.00274,0.00045,0.00066,0.04351,0.01909,0.15604,0.11817,0.05433,0.01667,0.02131,0.09060,0.00574,0.00731,0.04141,0.04599,0.01665,0.02761,0.01165,0.00596,0.00345,0.00613,0.02673,0.07076,0.06647,0.03033
0.00915,0.00358,0.00711,0.00094,0.00384,0.06642,0.00087,0.00038,0.00168,0.00225,0.01179,0.00810,0.00153,0.00053,0.00317,0.01131,0.00109,0.00228,0.00108,0.00111,0.00102,0.00070,0.00173,0.00034,0.00059,0.05077,0.01909,0.07906,0.22509,0.05107,0.00748,0.01420,0.06296,0.00512,0.00379,0.06089,0.06390,0.02107,0.01472,0.00419,0.00263,0.00215,0.00380,0.02253,0.03969,0.08859,0.01465
0.01290,0.00555,0.00924,0.00099,0.00607,0.11912,0.00114,0.00019,0.00184,0.00298,0.01508,0.01166,0.00175,0.00065,0.00441,0.01680,0.00099,0.00248,0.00127,0.00091,0.00123,0.00058,0.00268,0.00022,0.00058,0.06115,0.02279,0.06048,0.10239,0.11400,0.00849,0.01633,0.07294,0.00655,0.00337,0.02629,0.02471,0.01112,0.01235,0.00486,0.00270,0.00203,0.00395,0.03007,0.06776,0.11072,0.01367
0.01115,0.00392,0.00651,0.00155,0.00452,0.09007,0.00118,0.00035,0.00058,0.00139,0.00603,0.00598,0.00067,0.00060,0.00183,0.00923,0.00144,0.00220,0.00218,0.00294,0.00253,0.00160,0.00519,0.00042,0.00153,0.04754,0.02668,0.08439,0.08080,0.04450,0.05343,0.04675,0.10681,0.01275,0.00517,0.02288,0.02526,0.01022,0.02123,0.02049,0.01126,0.00424,0.00809,0.04951,0.07691,0.05461,0.02088
0.01614,0.00731,0.01072,0.00271,0.00825,0.12445,0.00112,0.00047,0.00036,0.00117,0.00498,0.00431,0.00108,0.00054,0.00206,0.00937,0.00213,0.00294,0.00289,0.00348,0.00256,0.00314,0.00996,0.00045,0.00287,0.05594,0.03785,0.05110,0.05518,0.04177,0.01868,0.08485,0.11368,0.01910,0.00289,0.01635,0.01556,0.00534,0.01227,0.01803,0.00709,0.00314,0.00644,0.07814,0.06151,0.05729,0.01238
0.01913,0.00843,0.01274,0.00341,0.00855,0.11700,0.00120,0.00024,0.00116,0.00184,0.01011,0.00803,0.00162,0.00103,0.00464,0.01246,0.00261,0.00401,0.00414,0.00480,0.00238,0.00311,0.00738,0.00035,0.00076,0.07902,0.04048,0.04585,0.05697,0.05101,0.01060,0.03270,0.13540,0.01267,0.00214,0.02273,0.01967,0.00575,0.00829,0.00702,0.00358,0.00214,0.00405,0.06573,0.06229,0.08329,0.00752
0.01764,0.00709,0.01634,0.00397,0.00810,0.15198,0.00130,0.00029,0.00037,0.00103,0.00514,0.00382,0.00088,0.00049,0.00212,0.00935,0.00222,0.00372,0.00333,0.00660,0.00506,0.00504,0.01199,0.00037,0.00545,0.05828,0.04268,0.03581,0.04155,0.02892,0.01793,0.04369,0.08770,0.06729,0.00345,0.01180,0.01192,0.00553,0.00993,0.01774,0.00870,0.00387,0.00746,0.12071,0.04212,0.04833,0.01088
0.00245,0.00170,0.00274,0.00086,0.00146,0.02176,0.00286,0.00147,0.00128,0.00192,0.00460,0.00261,0.00121,0.00130,0.00150,0.00322,0.00112,0.00264,0.00115,0.00204,0.00216,0.00128,0.00143,0.00028,0.00157,0.01394,0.01152,0.05278,0.03920,0.01741,0.00734,0.01138,0.01589,0.00404,0.41436,0.01836,0.02769,0.01801,0.07574,0.01334,0.00672,0.03375,0.04506,0.01364,0.02077,0.01862,0.05384
