gid,state,puma,name,L_km2,H_units,households,rent_data_yr,mu_pct,mc_yr,lat,lon
5110701,51,10701,Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village),86.13,42324,41019,26400,10.0,12906,39.0335,-77.4166
5110702,51,10702,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport,158.97,50624,49785,28668,14.79,17123,38.9853,-77.4993
5110703,51,10703,Loudoun County (West & South)--Leesburg Town,1090.65,49322,47745,22992,2.74,13788,39.1121,-77.6757
5115301,51,15301,Prince William County (North & West)--Linton Hall & Gainesville,588.22,44416,43208,27540,6.55,13022,38.7241,-77.5428
5115302,51,15302,Prince William County (Northeast),116.4,54624,53162,23064,-0.34,9293,38.6521,-77.3414
5115303,51,15303,Prince William County (East),83.9,35041,32846,22632,-5.64,8064,38.5822,-77.2876
5117700,51,17700,George Washington Regional Commission (South),2870.73,75366,70553,19056,-9.4,8325,38.1201,-77.4309
5117900,51,17900,George Washington Regional Commission (North),724.3,65079,61589,20208,-5.13,9578,38.4093,-77.4486
5151000,51,51000,Alexandria City,38.68,80253,74818,23796,-0.13,15501,38.8193,-77.0837
5160001,51,60001,Fairfax County (Central)--Fairfax City & Burke,97.99,54229,52882,27492,14.55,16388,38.8173,-77.2759
5161001,51,61001,Fairfax County (Northeast)--McLean & Idylwood,152.49,48429,45722,27324,13.39,21333,38.9653,-77.2406
5168701,51,68701,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",113.13,44399,42461,22068,-2.05,9267,38.7467,-77.4672
