gid,state,puma,name,L_km2,H_units,households,rent_data_yr,mu_pct,mc_yr,lat,lon
1100101,11,00101,District of Columbia (West),36.64,52243,47846,25572,3.28,28843,38.9378,-77.0732
1100102,11,00102,District of Columbia (North),28.51,47608,43822,19476,-11.92,12940,38.9528,-77.0147
1100103,11,00103,District of Columbia (Northeast),23.18,56175,50650,22188,-17.97,14889,38.9049,-76.9809
1100104,11,00104,District of Columbia (East),33.03,69806,62314,14064,-21.89,8318,38.8722,-76.9627
1100105,11,00105,District of Columbia (Central),8.52,60545,54776,25464,-12.36,20078,38.9231,-77.0309
1100106,11,00106,District of Columbia (South Central),28.44,63995,56377,27552,-11.12,15432,38.8705,-77.0268
2400301,24,00301,Central Frederick County--Frederick City,245.12,55054,52579,19944,-6.54,10296,39.4356,-77.3981
2400302,24,00302,Outer Frederick County,1465.85,49163,47312,17628,3.07,10838,39.4691,-77.3929
2401001,24,01001,"North Montgomery County--Olney, Damascus & Darnestown",700.61,38485,37249,25404,6.98,12883,39.1091,-77.3918
2401002,24,01002,"North Central Montgomery County--Germantown, Clarksburg & Montgomery Village",106.59,58693,56957,22716,4.86,9157,39.1799,-77.2556
2401003,24,01003,Central Montgomery County--Gaithersburg & Rockville,90.75,66856,63124,24504,6.25,12168,39.1113,-77.1843
2401004,24,01004,Southwest Montgomery County--North Bethesda & Potomac,118.07,49575,47396,26628,11.34,17320,39.0309,-77.1865
2401005,24,01005,"East Central Montgomery County--Wheaton, Aspen Hill & Glenmont",61.34,53630,51047,23256,4.79,10934,39.0654,-77.0689
2401006,24,01006,"East Montgomery County--Fairland, Colesville & White Oak",111.12,42943,41187,22164,5.22,10544,39.0936,-76.9874
2401007,24,01007,Southeast Montgomery County--Takoma Park City & Silver Spring,34.04,49863,47744,21096,-0.84,12079,39.0042,-77.0193
2401008,24,01008,South Montgomery County--South Bethesda & Chevy Chase,54.72,43598,40580,28476,9.95,20542,38.9836,-77.1157
2401101,24,01101,Inner Northwest Prince George's County--College Park City & Langley Park,41.86,39883,37684,20544,-3.33,8987,38.9899,-76.9517
2401102,24,01102,"North Prince George's County--Laurel, Greenbelt & Beltsville",166.57,55832,52939,21852,-1.96,9229,39.039,-76.8693
2401103,24,01103,Inner Northeast Prince George's County--New Carrollton & Hyattsville,50.69,42333,40243,19212,-9.06,8423,38.9524,-76.9169
2401104,24,01104,"Central Prince George's County--Seat Pleasant City, Capitol Heights Town & Landover",68.1,48671,45887,19236,-18.15,7177,38.8808,-76.8853
2401105,24,01105,"East Prince George's County--Bowie City, Kettering & Largo",301.12,72845,70391,25728,-5.24,10332,38.8957,-76.7707
2401106,24,01106,"South Prince George's County--Clinton, Fort Washington & Rosaryville",540.9,47435,45302,26352,-9.41,9418,38.7075,-76.8464
2401107,24,01107,"Southwest Prince George's County--Oxon Hill, Hillcrest Heights & Temple Hills",80.79,52177,48611,19104,-15.42,7353,38.8068,-76.9672
2401501,24,01501,Calvert & Southeast St. Mary's Counties--Chesapeake Beach & California,603.05,40398,37406,19140,-3.5,9459,38.5227,-76.5298
2401700,24,01700,Charles County--La Plata Town & Waldorf City,1185.76,62362,59205,22068,-3.84,8902,38.4729,-77.0154
5101301,51,01301,Arlington County (North),33.94,57970,54126,28956,7.27,15079,38.8961,-77.1235
5101302,51,01302,Arlington County (South),33.39,61277,56761,25152,-0.07,11363,38.861,-77.0783
5105901,51,05901,Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West),102.57,42040,40986,25812,14.98,14448,38.8565,-77.4528
5105902,51,05902,Fairfax County (Northwest)--Reston (North) & Franklin Farm,114.23,67521,64788,26004,9.45,15828,38.9454,-77.3761
5105904,51,05904,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",101.1,48549,46903,27600,13.46,20608,38.8982,-77.2989
5105905,51,05905,Fairfax County (Southwest)--Centreville (Southeast) & Lorton,258.21,36378,34909,29892,12.18,17355,38.734,-77.2795
5105906,51,05906,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",65.68,39989,38906,28860,11.9,14372,38.7701,-77.1904
5105907,51,05907,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads",64.43,54463,51878,23028,10.08,15589,38.8406,-77.1756
5105908,51,05908,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon",77.51,50822,48739,22068,6.48,14583,38.7503,-77.0921
5106100,51,06100,Rappahannock-Rapidan Regional Commission,5064.12,73169,66675,16092,-6.86,8498,38.5428,-77.9962
