0.0336635854,0.0139078266,0.0169763844,0.0191097983,0.0265431731,0.0212365889
0.0120524999,0.0199839787,0.0214988864,0.0235190970,0.0198860976,0.0133069010
0.0062645762,0.0092037088,0.0166788514,0.0260642328,0.0271901523,0.0217555920
0.0347445653,0.0316846196,0.0161602938,0.0099762511,0.0073295933,0.0032671675
0.0277650103,0.0324771612,0.0345053301,0.0300394113,0.0259387583,0.0205389125
0.0199342900,0.0233671939,0.0137630277,0.0148281821,0.0104367961,0.0083891333
0.0189214034,0.0203504227,0.0179624938,0.0073289694,0.0069124620,0.0067045000
0.0140782732,0.0129278020,0.0143750956,0.0175776096,0.0153061659,0.0191265432
0.0188533102,0.0178364467,0.0194161552,0.0182670945,0.0216482646,0.0202836650
0.0106651005,0.0075163621,0.0173759287,0.0216464219,0.0213162622,0.0343478002
0.0125802223,0.0134987728,0.0123518711,0.0185309715,0.0185325490,0.0280942374
0.0095670974,0.0146236706,0.0139245456,0.0131172380,0.0184303944,0.0324844937
0.0203343377,0.0320084538,0.0152761957,0.0110147345,0.0052694754,0.0034032995
0.0223175527,0.0228899645,0.0166448476,0.0121553639,0.0105048992,0.0047901440
0.0312122295,0.0351956640,0.0169423806,0.0074140910,0.0069890780,0.0037606459
0.0110055666,0.0112063676,0.0116887975,0.0234850484,0.0320254705,0.0385253503
0.0269649150,0.0332441369,0.0191186222,0.0144366227,0.0088363739,0.0036160057
0.0214408525,0.0231797109,0.0273985412,0.0177904136,0.0125394785,0.0082700178
0.0202321979,0.0239296428,0.0303823724,0.0242937036,0.0191880411,0.0127538649
0.0226920654,0.0185352468,0.0231990751,0.0197141617,0.0179196213,0.0095462551
0.0078647669,0.0085645623,0.0091045106,0.0144706714,0.0229677617,0.0209217837
0.0255179341,0.0285996728,0.0300508356,0.0309757489,0.0267474823,0.0250142513
0.0291609213,0.0229751841,0.0209378241,0.0084525745,0.0047331636,0.0010975641
0.0219089934,0.0145981047,0.0149871636,0.0164880532,0.0171108973,0.0093165324
0.0127334321,0.0136947777,0.0207082986,0.0197311860,0.0286799070,0.0260607659
0.0232112762,0.0221144669,0.0187530816,0.0148707429,0.0078829308,0.0035904810
0.0082733262,0.0148111535,0.0165173334,0.0233999268,0.0223718598,0.0170675470
0.0113715677,0.0143935779,0.0193991533,0.0213740328,0.0172130520,0.0135961815
0.0064518326,0.0144020998,0.0237346345,0.0352148043,0.0230699163,0.0250482843
0.0119163134,0.0163877148,0.0189316014,0.0296989249,0.0355072402,0.0307317945
0.0091330031,0.0130471094,0.0160072768,0.0182245337,0.0168384850,0.0141066764
0.0148102753,0.0130641533,0.0134059881,0.0158751777,0.0179962373,0.0157317519
0.0073881143,0.0106353968,0.0239471581,0.0254513573,0.0225931948,0.0154935210
0.0256030506,0.0248244478,0.0273560365,0.0210165221,0.0183027011,0.0110777399
0.0238751851,0.0185267248,0.0197561929,0.0218932745,0.0150507794,0.0097674696
0.0130058049,0.0116324652,0.0186680722,0.0176542191,0.0168129464,0.0170420222
0.0132952011,0.0133794655,0.0153867079,0.0208037181,0.0223973985,0.0288089303
0.0176616788,0.0156036951,0.0191356241,0.0234935606,0.0248576220,0.0287834055
0.0192107996,0.0138737388,0.0153952089,0.0095932039,0.0183367527,0.0175780419
0.0252455612,0.0242193891,0.0148681504,0.0114829033,0.0113987520,0.0097164201
0.0248284902,0.0235631988,0.0220259449,0.0181819729,0.0133226639,0.0132558515
0.0073796027,0.0111552359,0.0124538824,0.0201227453,0.0252151631,0.0412479899
0.0197981036,0.0190891737,0.0201132326,0.0178499987,0.0223207825,0.0320080318
0.0314250209,0.0349144396,0.0207338015,0.0181223878,0.0168214593,0.0174419099
0.0160444649,0.0146492364,0.0187615825,0.0150920590,0.0142761069,0.0147788281
0.0129462234,0.0137118217,0.0144090994,0.0158581534,0.0172981808,0.0219938230
0.0161466047,0.0053603082,0.0084074332,0.0107593698,0.0145740578,0.0252694988
0.0215429924,0.0188846469,0.0250692827,0.0324909133,0.0341026143,0.0443960420
0.0162742795,0.0139163485,0.0175459476,0.0202163791,0.0290119095,0.0286983230
0.0156359056,0.0150327243,0.0134229900,0.0112360507,0.0162340703,0.0245462976
0.0374087125,0.0288041996,0.0247972525,0.0234680241,0.0285607267,0.0171526295
0.0198151269,0.0170779929,0.0184640495,0.0149558645,0.0099345359,0.0175865502
0.0318676268,0.0271338969,0.0188805957,0.0152793265,0.0123777337,0.0095717798
0.0059581567,0.0097917235,0.0122243569,0.0158922020,0.0223378083,0.0373001625
