0.0211286393,0.0209173790,0.0221886390,0.0241985669,0.0253884721,0.0233438822,0.0246329933,0.0288762447,0.0316618937,0.0402373381
0.0340228004,0.0406262773,0.0342963819,0.0303682236,0.0196458415,0.0136365253,0.0119432695,0.0095305832,0.0075241466,0.0094508891
0.0147793765,0.0237253194,0.0273090941,0.0235229273,0.0190946912,0.0298687907,0.0210073579,0.0219416785,0.0194774009,0.0177115347
0.0143881054,0.0128845368,0.0149346609,0.0123215333,0.0197702948,0.0167122995,0.0228912665,0.0291073969,0.0344367563,0.0367199019
0.0259839579,0.0299454407,0.0283225176,0.0252475864,0.0235394517,0.0149166163,0.0194078129,0.0181899004,0.0174851918,0.0192037804
0.0112579366,0.0132577441,0.0169970664,0.0154152517,0.0172812289,0.0225971625,0.0225713575,0.0295341394,0.0397552429,0.0398998064
0.0190300034,0.0104675754,0.0143301627,0.0224916879,0.0203747822,0.0218682217,0.0312444460,0.0397403983,0.0367847169,0.0427244142
0.0291319117,0.0280438607,0.0290336919,0.0220649681,0.0343846674,0.0365892686,0.0373582625,0.0406827881,0.0474216902,0.0437192446
0.0271933413,0.0314382697,0.0288736777,0.0290525043,0.0286420368,0.0332112506,0.0303024917,0.0238264580,0.0270193351,0.0251549981
0.0282070891,0.0348859941,0.0328384745,0.0358266807,0.0340646446,0.0381182662,0.0284541286,0.0313833570,0.0283889788,0.0245865236
0.0402831380,0.0204908564,0.0259756423,0.0303860036,0.0275752942,0.0223482559,0.0268012654,0.0307432432,0.0326224230,0.0305199766
0.0071140200,0.0110362722,0.0155924971,0.0159842114,0.0211392810,0.0163922768,0.0310667188,0.0281116643,0.0356818869,0.0392602725
0.0317285290,0.0165277506,0.0206596142,0.0205536689,0.0204636774,0.0245172990,0.0318842640,0.0355085349,0.0327647237,0.0408591071
0.0369929038,0.0352058860,0.0325362254,0.0337286418,0.0286598158,0.0252284607,0.0174705861,0.0105796586,0.0127003326,0.0104101899
0.0501716257,0.0427588903,0.0307049516,0.0245719467,0.0192013654,0.0185968780,0.0184125404,0.0108997155,0.0147814796,0.0154376366
0.0189410781,0.0163322611,0.0199484399,0.0149174119,0.0285353625,0.0263307613,0.0297515373,0.0267958748,0.0267347338,0.0325274022
0.0278158180,0.0325401198,0.0324828874,0.0378002596,0.0381182662,0.0427052590,0.0311733551,0.0308321479,0.0322133087,0.0290099661
0.0261618084,0.0438074250,0.0248555427,0.0295503440,0.0199303062,0.0197525157,0.0097394519,0.0075391181,0.0087514897,0.0053472136
0.0319063795,0.0306563116,0.0305271580,0.0342087015,0.0308821961,0.0280197703,0.0306757189,0.0399893314,0.0351482595,0.0360270736
0.0816867341,0.0240629832,0.0198773224,0.0170332308,0.0235216727,0.0229171852,0.0266413109,0.0200391181,0.0177875807,0.0178358885
0.0269443506,0.0286658729,0.0312738910,0.0322529026,0.0408029015,0.0385449632,0.0416237159,0.0429943101,0.0383678116,0.0368620206
0.0158998346,0.0284170680,0.0290336919,0.0397738385,0.0247306475,0.0260462966,0.0309956279,0.0265469417,0.0241377470,0.0200031977
0.0390381845,0.0457978638,0.0390968086,0.0312216631,0.0219393379,0.0212992924,0.0182170405,0.0104018492,0.0072217578,0.0048142687
0.0135522080,0.0286481011,0.0269535070,0.0364845403,0.0337268428,0.0248017637,0.0282053105,0.0321834993,0.0300432238,0.0220461530
0.0274245469,0.0403597007,0.0411592142,0.0325373824,0.0305977314,0.0211926181,0.0144492233,0.0159850640,0.0097475942,0.0078698193
0.0260373130,0.0148927473,0.0168903903,0.0126415732,0.0171567756,0.0218860008,0.0227135393,0.0286628734,0.0367135666,0.0491552824
0.0184075266,0.0139330715,0.0188461197,0.0150063119,0.0171034385,0.0246950894,0.0247396296,0.0294630156,0.0337964034,0.0340551776
0.0151528625,0.0212372710,0.0199128811,0.0232384475,0.0258151691,0.0157877894,0.0171151317,0.0238798009,0.0144257280,0.0126307936
0.0268909954,0.0298388100,0.0468308294,0.0309727433,0.0281797817,0.0297798955,0.0357942630,0.0259779516,0.0263434070,0.0174805919
0.0109200206,0.0329844142,0.0226509023,0.0280390449,0.0240194858,0.0200192014,0.0243664024,0.0270803698,0.0193884630,0.0212467357
0.0179984705,0.0107163802,0.0180282692,0.0194513095,0.0292109661,0.0363403620,0.0324352184,0.0334459459,0.0287980932,0.0343927093
0.0240453874,0.0333576214,0.0279491510,0.0279857049,0.0162144864,0.0145076983,0.0116411332,0.0050320057,0.0118287412,0.0055959212
0.0209507888,0.0287547317,0.0177615788,0.0214426684,0.0253351349,0.0320911709,0.0289339921,0.0236664296,0.0218253615,0.0196834307
0.0171803582,0.0160479127,0.0187750022,0.0213182085,0.0233438822,0.0286242577,0.0314221732,0.0283250356,0.0348814458,0.0368620206
0.0196524801,0.0321846843,0.0290870300,0.0313639031,0.0364114781,0.0312733350,0.0281342196,0.0273648649,0.0265746456,0.0228100407
0.0408344745,0.0275462510,0.0362521113,0.0264921857,0.0312377769,0.0303132667,0.0362030356,0.0208570413,0.0223767765,0.0225258034
0.0403009230,0.0209884661,0.0297982043,0.0298881639,0.0301532553,0.0449098603,0.0318131731,0.0325746799,0.0281755278,0.0409301665
0.0208440785,0.0260178784,0.0274157703,0.0406450581,0.0438075596,0.0402161932,0.0377670352,0.0517069701,0.0462121347,0.0343927093
