0.0106747397,0.0121004738,0.0086524535,0.0096067901,0.0139458573,0.0163371949,0.0133359482,0.0120133149,0.0067461598,0.0036647642
0.0151970432,0.0164021960,0.0156389533,0.0168175161,0.0151274544,0.0165248924,0.0130040581,0.0104948199,0.0083595350,0.0068489036
0.0146110969,0.0116116417,0.0122845329,0.0155706614,0.0141866924,0.0150908832,0.0141204158,0.0181920186,0.0172593632,0.0196981075
0.0107949338,0.0120027074,0.0105285276,0.0116948962,0.0119213372,0.0114495507,0.0108543153,0.0109885178,0.0073990140,0.0049939922
0.0138523716,0.0155899827,0.0189108264,0.0134299771,0.0126438425,0.0105561103,0.0091722359,0.0059617758,0.0046225077,0.0021102433
0.0119593143,0.0121681582,0.0112639486,0.0106658655,0.0112966712,0.0136944134,0.0083953113,0.0071660994,0.0070913471,0.0050465605
0.0035457263,0.0034143040,0.0028366240,0.0037781200,0.0058251989,0.0064567958,0.0087272014,0.0118188278,0.0141301656,0.0182862722
0.0165191785,0.0144468677,0.0173499328,0.0159762647,0.0161058470,0.0152710728,0.0149576840,0.0106070240,0.0078117379,0.0079303094
0.0112681981,0.0060239152,0.0066337978,0.0069478349,0.0100849696,0.0130337180,0.0142109313,0.0153569959,0.0163363625,0.0154250526
0.0135218378,0.0137324208,0.0137553750,0.0148796335,0.0118460763,0.0128159888,0.0110579752,0.0091857725,0.0052453456,0.0048663262
0.0087891945,0.0074452884,0.0083747946,0.0075787734,0.0123954813,0.0064943353,0.0121592469,0.0079590081,0.0078117379,0.0074196455
0.0074219865,0.0059637512,0.0070540384,0.0060915612,0.0063444996,0.0081235500,0.0086140571,0.0102180499,0.0090799259,0.0088089516
0.0090145585,0.0124464165,0.0091102156,0.0084125136,0.0120793853,0.0079733920,0.0093834387,0.0063657104,0.0053278904,0.0057149294
0.0107648853,0.0085508009,0.0122620200,0.0104630638,0.0083313891,0.0081160421,0.0058307059,0.0039570632,0.0037220192,0.0032817663
0.0076548626,0.0128149207,0.0116241548,0.0123483682,0.0126588947,0.0109465212,0.0157723234,0.0146314097,0.0212590330,0.0207044157
0.0063627759,0.0095059036,0.0074067404,0.0099222594,0.0074433097,0.0090695457,0.0114502089,0.0142947975,0.0179047133,0.0169945930
0.0109151279,0.0094983831,0.0101232956,0.0188455327,0.0153457113,0.0164047660,0.0189554513,0.0148932191,0.0172968836,0.0174001202
0.0057392689,0.0053846732,0.0072116287,0.0098997258,0.0116202934,0.0134841921,0.0121667899,0.0109436362,0.0145128732,0.0105887654
0.0101188419,0.0132059863,0.0115265990,0.0095016337,0.0112740929,0.0122453883,0.0128154842,0.0110184389,0.0143252715,0.0068263743
0.0129734521,0.0137925848,0.0157740306,0.0163217786,0.0138480180,0.0121027381,0.0128154842,0.0109885178,0.0129145061,0.0090192250
0.0144909028,0.0174851470,0.0160742025,0.0130994855,0.0102806481,0.0103984444,0.0079578198,0.0070015335,0.0050652479,0.0026659658
0.0105169849,0.0129051666,0.0121119341,0.0119277425,0.0143372143,0.0109990765,0.0180276676,0.0122676441,0.0162763299,0.0159657555
0.0125753091,0.0136647364,0.0152712428,0.0133398430,0.0132459303,0.0150983911,0.0155837495,0.0154467592,0.0163888910,0.0206142986
0.0025240764,0.0070692637,0.0037596524,0.0066173433,0.0080604496,0.0069823489,0.0107487139,0.0126865393,0.0173118917,0.0140883148
0.0063627759,0.0087087313,0.0120518997,0.0116573403,0.0151274544,0.0183117731,0.0142939038,0.0208849160,0.0177921522,0.0173024932
0.0020357878,0.0049259231,0.0054256062,0.0052427987,0.0075110445,0.0086115637,0.0112691780,0.0118038673,0.0153983536,0.0188344848
0.0164966421,0.0170339174,0.0167345805,0.0156157284,0.0198688954,0.0146329011,0.0152367734,0.0130605528,0.0154733943,0.0132547312
0.0114334650,0.0144769497,0.0137403664,0.0110789800,0.0103182786,0.0099179386,0.0069319776,0.0081684557,0.0072114122,0.0033193151
0.0157153803,0.0196510491,0.0176350961,0.0190783791,0.0167380392,0.0155864047,0.0153574607,0.0150278640,0.0166740457,0.0095449084
0.0125377485,0.0154997368,0.0131175098,0.0137379352,0.0187324548,0.0184919628,0.0185104168,0.0142424356,0.0171092818,0.0102132773
0.0048753737,0.0066481161,0.0092002672,0.0075036617,0.0074734141,0.0092497353,0.0094211535,0.0109211953,0.0134247829,0.0119179934
0.0076022777,0.0120779123,0.0133651515,0.0108686671,0.0084819110,0.0088518165,0.0078823902,0.0073381456,0.0073314773,0.0068789426
0.0106747397,0.0120403098,0.0160892111,0.0094114996,0.0137501787,0.0058937031,0.0056496749,0.0041889516,0.0031141894,0.0026734755
0.0084811971,0.0107768670,0.0116241548,0.0099823487,0.0122223811,0.0148581382,0.0168962240,0.0175711561,0.0100479510,0.0111069390
0.0113433195,0.0122584042,0.0119393353,0.0119052090,0.0084442805,0.0067045565,0.0091797788,0.0066724015,0.0049376787,0.0060528687
0.0134016437,0.0178010077,0.0185206030,0.0120779660,0.0099419738,0.0068396988,0.0046917193,0.0030369899,0.0014557898,0.0009687594
