46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
46422.75,62879.58,134382.32
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
45656.19,65390.82,143807.82
48146.16,66298.91,143558.75
48146.16,66298.91,143558.75
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
44535.31,70960.30,164351.04
48847.18,67783.44,166113.36
48847.18,67783.44,166113.36
48847.18,67783.44,166113.36
48847.18,67783.44,166113.36
48847.18,67783.44,166113.36
48847.18,67783.44,166113.36
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
46409.25,71852.13,176518.52
