metro,n_pumas,converged,max_wedge_usd,max_wedge_where,max_wedge_pct_price,top_welfare_where,top_welfare_usd,corr_rmodel_rdata,service_scale_q,eta_model_med,zoning_tax_metro_pct
New_York_abil6,147,1,2489,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,9.3,NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene,32317,0.662,1.16,-0.418,34.7
