metro,n_pumas,converged,max_wedge_usd,max_wedge_where,max_wedge_pct_price,top_welfare_where,top_welfare_usd,corr_rmodel_rdata,service_scale_q,eta_model_med,zoning_tax_metro_pct
Washington_DC_abil6,47,1,1875,Fairfax County (Northeast)--McLean & Idylwood,5.9,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport,37867,0.78,1.17,-0.426,44.8
