metro,n_pumas,converged,max_wedge_usd,max_wedge_where,max_wedge_pct_price,top_welfare_where,top_welfare_usd,corr_rmodel_rdata,service_scale_q,eta_model_med,zoning_tax_metro_pct
Seattle_abil6,32,1,2474,King County (Northwest Central)--Greater Bellevue City,7.5,King County (Northwest Central)--Greater Bellevue City,35289,0.709,1.26,-0.433,47.2
