metro,n_pumas,converged,max_wedge_usd,max_wedge_where,max_wedge_pct_price,top_welfare_where,top_welfare_usd,corr_rmodel_rdata,service_scale_q,eta_model_med,zoning_tax_metro_pct
Boston_abil6,38,1,1363,"Middlesex County--Watertown, Arlington & Belmont",5.3,"Norfolk County (Northwest)--Needham, Wellesley & Westwood",29947,0.751,1.24,-0.429,49.6
