gid,dens_hh_km2,ybar_usd,rent_data_yr,r_model_yr,mu_pct,H_units,L_km2,kappa_d1,kappa_d2,kappa_d3,kappa_d4,kappa_d5,kappa_d6
600101,1680.44907519207,53269.3253995921,17705,20225.2387101603,-3.4,60361.1773638233,31.65,9.68227582406107,10.169395474234,10.3036409135724,10.4094134855921,10.6022693595384,11.0168695691222
600111,1618.71045925851,47144.1916773903,13479,18752.3016201384,-15.57,49651.9362186289,27.24,9.80161833345523,10.0620343229357,10.3039207142653,10.5404107478812,10.8090168141172,11.3674790410021
600112,731.495600415073,58470.7882379999,17593,22226.2704528004,-2.32,49101.337983842,60.86,9.82540811976568,10.0792540288121,10.1978355254682,10.2940137044292,10.4155803205702,10.8145504680576
600113,870.609220400193,47480.5514267063,14079,18542.4643055938,-21.77,41690.412317917,41.85,9.7966137546219,10.0724372119002,10.2696795440912,10.4759251571467,10.742933176844,11.2032087704066
600114,1027.65653797784,45149.9880091115,17660,18621.9650993505,-0.19,80754.407768747,71.32,9.55945627335112,9.82703140434371,10.0214919464682,10.2258552005514,10.4935909083274,10.951224395858
600115,266.743321867173,39365.8288641848,16738,17259.3739824403,-2.51,39481.690663427,136.01,9.60427988191469,9.84053136698821,10.0487484652419,10.2916602760506,10.6129400555647,11.0895288992044
600116,327.688464099262,27675.2076467454,17784,14077.534149828,-5.25,33569.6157477552,94.41,9.55667116660072,9.82514252936336,10.0599918803449,10.3258971622237,10.6529588571541,11.0914649231926
600117,227.584646069214,51860.1659514288,22909,20777.5043658046,6.45,32573.8978672211,131.99,9.71099177557944,9.95827188583528,10.1346492571661,10.3303855899718,10.628341765417,10.9550662378923
600118,493.528641046468,58264.5501936258,21270,22048.044095132,5.24,44619.5527355477,81.52,9.74620466712517,10.0010346252404,10.1456032080769,10.3307793519206,10.5574342078053,10.7597116797339
600119,103.926015026645,54961.3970525696,23760,21476.9923790746,4.97,44228.2271702107,389.58,9.57536533123082,9.8428146500997,9.9222861699059,10.0635364240553,10.2811557534791,10.5579691240117
600120,54.5605984346402,48709.9318888181,20743,19658.7506528503,-0.19,40701.0231527252,679.38,9.51511955557055,9.76441525533446,9.83303847704472,9.96431162257808,10.1695661381245,10.4348355994988
600121,469.947593032708,60043.0440244718,23063,22736.9143191412,5.05,39847.7013673945,77.16,9.77054484460541,10.0315615546223,10.1806197696106,10.3698750672983,10.601380688986,10.8075115491079
600122,387.331392637391,39138.922620586,17437,17417.4921222028,-4.42,29985.4532921883,72.05,9.67355976430916,9.99079475390505,10.2532583141261,10.5425515844446,10.8941093069029,11.3607432627079
600123,2289.27962470725,45134.238688784,13319,18218.8009312901,-4.95,38637.8619511099,14.99,9.91879754814715,10.173412093392,10.410907462532,10.6457620715192,10.906077232416,11.461305621584
601301,750.07077452942,34106.358542012,14336,15386.2350885172,-14.34,44368.5136936334,52.9,9.58616725778424,9.9345548749523,10.3045423851325,10.6400478662917,10.9968652058333,11.5071277291671
601305,110.547099643854,56711.8465849891,25721,21786.2599060542,13.85,48535.9727465895,398.78,9.65352492811185,9.88263509448447,9.91097805440666,9.98403110492833,10.1097390621565,10.3158580769885
601308,212.670390299978,31921.68672099,18149,14858.7190488591,-5.76,39533.3751720564,166.9,9.48375626346784,9.83843089721829,9.97786081742405,10.2191910924568,10.6233146444091,11.1753409886049
601309,99.0706631836927,34997.0950798804,21221,15647.5831854128,-3.29,40563.9009869737,366.69,9.46646352165139,9.77325506742774,9.85505914939527,9.9813713036121,10.3422076412192,10.9025936598956
601310,400.243900921009,42891.5169067693,18204,17892.5694049384,-2.31,54850.9758723926,123.59,9.57410053091486,9.83340311328277,10.0033550377351,10.1856206753555,10.4674837242791,10.9322536830937
601311,236.187201483962,42343.3637748261,17591,17925.202301532,-4.44,49898.7561169816,192.47,9.49271254377044,9.81856546120472,9.96649519141361,10.1630292403181,10.4759965423292,10.9396268820347
601312,198.046166920116,60190.0764715271,21964,22618.6864298554,8.68,44280.9664647305,202.05,9.68885167174543,9.9684370558901,10.0701088559626,10.1724024599975,10.2725400921364,10.5494479372235
601313,331.566841395731,48871.7259212334,20221,19758.466732215,3.96,75172.4808367693,207.06,9.53542048543929,9.73310044708426,9.85340380071409,9.99473472766822,10.2063346843949,10.5918574722242
601314,198.571155495306,34322.1320721733,16827,15702.3573849143,-9.18,31954.7385495584,146.32,9.53317229413606,9.88652606830576,10.1312332919534,10.3665543251416,10.7590824461401,11.2886934410196
604103,34.4302884559389,44103.182943459,21313,17452.1597296138,-1.08,48215.317835909,1209.65,9.38997040252775,9.63340297702876,9.76135235286303,9.90948613758115,10.0795761621097,10.4626883010078
604104,451.405155761812,58008.0705145718,21901,21668.95004635,0.24,70196.0010058792,138.24,9.60231977112189,9.92073765508645,10.0581267934608,10.1258972565418,10.2911096298654,10.6261431100838
607507,1468.18416012293,44222.3002451394,16045,18403.729227343,-1.31,35990.3493662149,22.29,9.81637377220787,10.124131419815,10.4821741206989,10.76120029944,11.1710849214207,11.6897983978492
607508,1903.94654145284,24962.6145693654,21547,12723.0558990047,9.98,47286.0514664698,21.85,9.84960488019123,9.90469209446066,10.0332822788099,10.1198821531433,10.2982699549321,10.6504812340017
607509,6586.82362573967,63524.8815736092,15427,21872.7811393649,6.25,70000.8656161559,8.93,10.0362597108298,10.235025800288,10.4119797727182,10.5624374646497,10.7583178837957,11.2026597674385
607510,3176.3168958218,65823.513176418,21828,22378.781228734,-5.54,44599.5118036302,11.76,10.0386844632623,10.3057952218181,10.5289078102317,10.6985660580762,10.9565428888988,11.3423079229469
607511,4560.43095474551,73084.2760174935,20761,25316.0747619622,-6.26,67205.6830066055,12.91,10.1204434727008,10.2453533281181,10.3837672456361,10.4753346751487,10.6381806304551,11.015293987649
