metro,n_pumas,converged,max_wedge_usd,max_wedge_where,max_wedge_pct_price,top_welfare_where,top_welfare_usd,corr_rmodel_rdata,service_scale_q,eta_model_med,zoning_tax_metro_pct
Bay_Area_abil6,54,1,2958,Santa Clara County (Northwest)--Mountain View & Los Altos Cities,7.8,Santa Clara County (Northwest)--Sunnyvale City,47095,0.662,1.09,-0.425,38.7
