0.0046920442,0.0092573587,0.0236284902
0.0132230337,0.0131847230,0.0163545071
0.0096361404,0.0108447254,0.0246778778
0.0235959413,0.0202799787,0.0100634946
0.0064240936,0.0059731516,0.0320687548
0.0056291605,0.0097568318,0.0292686167
0.0202546371,0.0251857630,0.0198108446
0.0233762037,0.0265747089,0.0191812120
0.0076067989,0.0111252514,0.0187216068
0.0285206489,0.0269304980,0.0246433410
0.0325534803,0.0245357636,0.0251215430
0.0064822594,0.0089494643,0.0266756994
0.0296645770,0.0158326149,0.0165218777
0.0198216248,0.0177210340,0.0192529423
0.0202481742,0.0152236682,0.0195132967
0.0033736186,0.0056242046,0.0231874817
0.0380275318,0.0283878649,0.0084296379
0.0316163640,0.0265473405,0.0164953110
0.0275382925,0.0152920892,0.0086315454
0.0257222258,0.0241936587,0.0077681252
0.0321010793,0.0508915254,0.0297786988
0.0274413494,0.0232494492,0.0150580484
0.0255477283,0.0188636644,0.0078876757
0.0188845085,0.0255415521,0.0122313435
0.0330188070,0.0431736388,0.0150208549
0.0054546630,0.0083678859,0.0358890571
0.0098752666,0.0162020882,0.0302303339
0.0163769146,0.0213473460,0.0205573710
0.0248368125,0.0215799773,0.0369437581
0.0121695857,0.0144436690,0.0268483834
0.0119110709,0.0163731407,0.0195850270
0.0142764816,0.0125963025,0.0183602986
0.0300717379,0.0242757639,0.0202545097
0.0236864215,0.0134857753,0.0193538960
0.0457894397,0.0357978571,0.0182566882
0.0236347185,0.0197805055,0.0179006934
0.0118076650,0.0191441904,0.0345979119
0.0163639889,0.0323768080,0.0271432746
0.0186130679,0.0269715506,0.0221673176
0.0375298908,0.0331225967,0.0216678622
0.0217798746,0.0224420816,0.0124518477
0.0521359788,0.0399646948,0.0177147260
0.0361532993,0.0375494342,0.0236842804
0.0173851225,0.0194931374,0.0362477086
0.0153299296,0.0223599765,0.0278712043
0.0060686357,0.0118505138,0.0287851014
0.0337491114,0.0273341818,0.0134959220
