0.0227502516,0.0294152222,0.0337198145,0.0328596757,0.0363630185,0.0439718227
0.0168717588,0.0185095923,0.0283354604,0.0287949562,0.0360551873,0.0576612989
0.0254531704,0.0326484822,0.0325408527,0.0358508249,0.0429322672,0.0731533982
0.0257496506,0.0288419092,0.0289413902,0.0319489997,0.0433487873,0.0787175240
0.0181574740,0.0204161436,0.0246204859,0.0309270802,0.0422431921,0.0872903625
0.0223323345,0.0250449268,0.0363598212,0.0355394570,0.0380488190,0.0292654219
0.0306469696,0.0358965168,0.0330900341,0.0295063578,0.0235986144,0.0147815353
0.0435188779,0.0425593717,0.0355072960,0.0338917200,0.0276080504,0.0190954136
0.0420243195,0.0374578029,0.0344122719,0.0282460356,0.0235500781,0.0163440236
0.0346041105,0.0437876721,0.0377895906,0.0374629261,0.0334206495,0.0304532504
0.0463802171,0.0431325191,0.0347919286,0.0340494874,0.0255236173,0.0156458727
0.0263641107,0.0317485964,0.0281109792,0.0312852904,0.0340555806,0.0321950816
0.0225703334,0.0229635203,0.0202643657,0.0251787186,0.0256281095,0.0292663119
0.0317793643,0.0323329772,0.0285325276,0.0354520094,0.0360847584,0.0412074014
0.0221222966,0.0321976806,0.0288544220,0.0329272986,0.0371269004,0.0414053664
0.0186689430,0.0267994955,0.0283867854,0.0346400899,0.0370730458,0.0439264662
0.0388444342,0.0216504787,0.0195179748,0.0218074340,0.0292033262,0.0375354173
0.0456406327,0.0254384333,0.0229328278,0.0256228494,0.0343127223,0.0441025911
0.0423465002,0.0405049501,0.0329318850,0.0331448693,0.0289635231,0.0154645601
0.0307305335,0.0293941346,0.0238984188,0.0240529799,0.0210186087,0.0112225138
0.0224909698,0.0233839617,0.0277676889,0.0272494477,0.0263741807,0.0176103805
0.0245783654,0.0291086457,0.0343641945,0.0322491464,0.0303010542,0.0112722727
0.0293945472,0.0303389278,0.0406108553,0.0355499563,0.0316112384,0.0180076960
0.0340336332,0.0330768778,0.0296854147,0.0231316604,0.0175362933,0.0070432099
0.0470994248,0.0354072896,0.0280951709,0.0265773873,0.0224709239,0.0165126723
0.0391505904,0.0294317032,0.0233536297,0.0220919981,0.0186785707,0.0137258761
0.0349598095,0.0360630438,0.0496006990,0.0425496185,0.0370818796,0.0157968677
0.0288537861,0.0306398133,0.0414036401,0.0361963208,0.0343188881,0.0205186676
0.0230876507,0.0245638094,0.0302755585,0.0313180782,0.0349993830,0.0405143501
0.0308642619,0.0326706768,0.0382754500,0.0333167464,0.0315654310,0.0299769743
0.0261565929,0.0274012118,0.0249589222,0.0248497678,0.0238189945,0.0220907794
0.0517740849,0.0471736133,0.0380696438,0.0417308117,0.0350843062,0.0242246198
