0.22847,0.06389,0.06089,0.07596,0.03176,0.01081,0.10509,0.03599,0.00897,0.00984,0.03947,0.01176,0.04343,0.01083,0.03917,0.00998,0.01793,0.00330,0.00928,0.01228,0.06314,0.01497,0.01032,0.00372,0.00390,0.01095,0.00397,0.00674,0.00537,0.00941,0.00663,0.00233,0.00202,0.00414,0.00312,0.00142,0.00812,0.01062
0.10638,0.21719,0.10758,0.03553,0.01541,0.00538,0.09480,0.05365,0.00676,0.00908,0.01900,0.00736,0.02529,0.02703,0.06932,0.01778,0.02092,0.00603,0.01033,0.00915,0.04280,0.01057,0.00654,0.00278,0.00542,0.00702,0.00437,0.00506,0.00516,0.00725,0.00501,0.00422,0.00252,0.00323,0.00306,0.00103,0.00568,0.01433
0.06062,0.07145,0.16173,0.02656,0.01931,0.00882,0.14118,0.07248,0.01292,0.00985,0.03628,0.01676,0.03980,0.02334,0.05606,0.01703,0.03184,0.00373,0.01020,0.01117,0.06181,0.01362,0.00934,0.00398,0.00455,0.01146,0.00400,0.00543,0.00568,0.00899,0.00543,0.00201,0.00212,0.00387,0.00222,0.00174,0.00892,0.01368
0.04310,0.01586,0.02221,0.20910,0.07004,0.03052,0.09070,0.02533,0.00714,0.01024,0.08299,0.01954,0.07710,0.00347,0.02006,0.00432,0.00964,0.00165,0.00693,0.02169,0.10431,0.02196,0.01485,0.00606,0.00254,0.02467,0.00887,0.00608,0.00430,0.01086,0.00744,0.00163,0.00304,0.00467,0.00271,0.00062,0.00137,0.00242
0.01310,0.00621,0.01003,0.06327,0.24459,0.09671,0.04667,0.01937,0.00561,0.00891,0.04311,0.01671,0.08910,0.00393,0.00894,0.00468,0.01059,0.00207,0.00545,0.02472,0.08573,0.02181,0.01911,0.00919,0.00303,0.04844,0.01462,0.00843,0.00891,0.01778,0.01948,0.00305,0.00379,0.00533,0.00435,0.00047,0.00100,0.00170
0.00892,0.00448,0.00753,0.02954,0.11080,0.19363,0.04890,0.01538,0.00554,0.00848,0.05507,0.01587,0.09493,0.00266,0.00848,0.00367,0.00813,0.00129,0.00510,0.02693,0.10459,0.02809,0.02063,0.00945,0.00243,0.07659,0.01626,0.00947,0.00808,0.02259,0.02564,0.00282,0.00425,0.00695,0.00441,0.00032,0.00069,0.00141
0.01625,0.01043,0.02990,0.02173,0.01576,0.01004,0.20638,0.06728,0.01998,0.01928,0.10085,0.02702,0.06517,0.00511,0.02312,0.00775,0.02264,0.00639,0.01382,0.03148,0.14153,0.03016,0.02199,0.00622,0.00648,0.01749,0.00916,0.00864,0.00647,0.00936,0.00548,0.00214,0.00206,0.00573,0.00206,0.00031,0.00132,0.00302
0.01180,0.00876,0.02199,0.01269,0.00976,0.00588,0.10893,0.18584,0.03230,0.02984,0.06916,0.01981,0.04146,0.00582,0.02450,0.01128,0.05066,0.01160,0.01955,0.02641,0.15529,0.03272,0.02152,0.00525,0.01418,0.01103,0.00837,0.00738,0.00560,0.00926,0.00450,0.00170,0.00220,0.00538,0.00176,0.00056,0.00156,0.00372
0.00682,0.00446,0.01156,0.00784,0.00989,0.00641,0.05953,0.05692,0.10255,0.05749,0.10276,0.02412,0.03994,0.00378,0.01333,0.00620,0.03335,0.01112,0.01359,0.04093,0.20852,0.04130,0.03641,0.00891,0.01862,0.01482,0.01289,0.01167,0.00711,0.00912,0.00412,0.00198,0.00227,0.00412,0.00195,0.00031,0.00080,0.00247
0.00465,0.00336,0.00898,0.00695,0.00933,0.00689,0.04634,0.03634,0.03833,0.10572,0.16483,0.02434,0.04687,0.00256,0.00887,0.00505,0.02122,0.00701,0.00973,0.04068,0.21508,0.04560,0.03762,0.01026,0.02120,0.01508,0.01451,0.00976,0.00900,0.00732,0.00423,0.00206,0.00197,0.00391,0.00206,0.00056,0.00040,0.00133
0.00397,0.00216,0.00506,0.00891,0.00907,0.00605,0.04401,0.01617,0.01361,0.03337,0.33978,0.02387,0.04220,0.00094,0.00710,0.00206,0.00660,0.00216,0.00479,0.05166,0.19663,0.04216,0.06086,0.01096,0.00757,0.01394,0.01180,0.00824,0.00485,0.00695,0.00271,0.00121,0.00142,0.00320,0.00208,0.00035,0.00058,0.00092
0.00879,0.00319,0.01108,0.01685,0.01973,0.01088,0.07296,0.02670,0.01868,0.02441,0.17009,0.11473,0.08667,0.00172,0.01020,0.00266,0.00987,0.00235,0.00565,0.05153,0.15772,0.03758,0.03613,0.01237,0.00657,0.02096,0.01863,0.00815,0.00655,0.01174,0.00439,0.00128,0.00150,0.00367,0.00169,0.00031,0.00051,0.00149
0.00717,0.00330,0.00991,0.01704,0.02551,0.01723,0.05934,0.02233,0.01038,0.01627,0.09437,0.03953,0.22203,0.00178,0.00760,0.00303,0.00841,0.00181,0.00537,0.06072,0.15434,0.03445,0.04118,0.01513,0.00507,0.03864,0.02509,0.01093,0.00784,0.01656,0.00594,0.00177,0.00150,0.00375,0.00205,0.00057,0.00057,0.00148
0.02326,0.02846,0.04073,0.00890,0.00904,0.00358,0.05292,0.04999,0.00876,0.00979,0.02022,0.00513,0.01664,0.19645,0.13543,0.08733,0.04638,0.00912,0.02343,0.01009,0.05967,0.01494,0.00948,0.00338,0.00602,0.00549,0.00390,0.00421,0.00465,0.00600,0.00471,0.00297,0.00222,0.00372,0.00235,0.00283,0.01425,0.06358
0.02489,0.02979,0.04159,0.01099,0.01037,0.00435,0.06567,0.06448,0.00839,0.01160,0.02134,0.00492,0.01911,0.09538,0.29117,0.05194,0.03681,0.00751,0.01262,0.01088,0.05045,0.01444,0.00798,0.00435,0.00529,0.00610,0.00347,0.00494,0.00472,0.00719,0.00466,0.00386,0.00206,0.00384,0.00272,0.00212,0.00970,0.03831
0.01292,0.01459,0.02303,0.00713,0.00870,0.00388,0.04899,0.04789,0.00841,0.01058,0.02385,0.00472,0.01727,0.04570,0.07061,0.26329,0.09847,0.01126,0.05182,0.01025,0.07133,0.01501,0.00971,0.00311,0.00621,0.00693,0.00369,0.00512,0.00441,0.00631,0.00472,0.00258,0.00294,0.00375,0.00298,0.00388,0.00649,0.05749
0.00768,0.00549,0.01548,0.00565,0.00802,0.00388,0.05053,0.06808,0.02283,0.02357,0.03047,0.00848,0.02243,0.01057,0.02282,0.03331,0.24472,0.03550,0.11747,0.01324,0.12164,0.02365,0.01455,0.00496,0.02388,0.00727,0.00544,0.00687,0.00681,0.00766,0.00411,0.00211,0.00291,0.00542,0.00279,0.00132,0.00160,0.00682
0.00673,0.00610,0.01480,0.00567,0.00786,0.00462,0.03669,0.05912,0.02312,0.02671,0.02915,0.00829,0.02609,0.00591,0.01398,0.01351,0.13255,0.17591,0.09655,0.01944,0.13019,0.02683,0.01921,0.00735,0.03447,0.00868,0.01012,0.00905,0.01121,0.00827,0.00448,0.00285,0.00310,0.00470,0.00318,0.00033,0.00060,0.00257
0.00565,0.00518,0.00968,0.00492,0.00760,0.00410,0.03475,0.04014,0.01130,0.01191,0.03195,0.00555,0.01936,0.00640,0.01606,0.02033,0.13002,0.03948,0.34835,0.01736,0.12279,0.02562,0.01287,0.00382,0.01148,0.00600,0.00472,0.00594,0.00539,0.00620,0.00418,0.00180,0.00324,0.00432,0.00289,0.00161,0.00167,0.00535
0.00381,0.00238,0.00491,0.00840,0.01461,0.01209,0.03108,0.01771,0.01117,0.02322,0.11524,0.02358,0.07157,0.00168,0.00485,0.00274,0.00800,0.00245,0.00446,0.16009,0.21730,0.04222,0.07988,0.02007,0.00584,0.02179,0.03508,0.01225,0.00901,0.01332,0.00630,0.00236,0.00222,0.00381,0.00220,0.00032,0.00048,0.00154
0.00332,0.00212,0.00432,0.00566,0.00818,0.00641,0.03034,0.02066,0.01267,0.02927,0.09291,0.01264,0.04452,0.00143,0.00630,0.00379,0.01294,0.00406,0.00606,0.05216,0.40626,0.06513,0.06051,0.01353,0.01533,0.01507,0.01430,0.01344,0.01010,0.00817,0.00417,0.00160,0.00215,0.00623,0.00206,0.00025,0.00052,0.00141
0.00323,0.00206,0.00440,0.00643,0.01483,0.00813,0.02793,0.01783,0.01001,0.02015,0.06152,0.01277,0.03983,0.00212,0.00505,0.00318,0.01287,0.00619,0.00610,0.04215,0.27947,0.12984,0.09870,0.02162,0.00925,0.01973,0.02112,0.02530,0.02308,0.02261,0.00865,0.00777,0.00619,0.01441,0.00373,0.00017,0.00039,0.00122
0.00285,0.00259,0.00361,0.00419,0.01019,0.00719,0.01987,0.01525,0.01104,0.02605,0.05461,0.01349,0.04607,0.00223,0.00416,0.00343,0.01038,0.00474,0.00490,0.06443,0.23301,0.06910,0.17921,0.04580,0.01233,0.02318,0.02934,0.02146,0.02244,0.02391,0.00659,0.00721,0.00386,0.00699,0.00295,0.00022,0.00022,0.00088
0.00271,0.00227,0.00314,0.00581,0.01263,0.00946,0.02161,0.01075,0.00840,0.01779,0.06880,0.01486,0.05925,0.00159,0.00373,0.00277,0.00670,0.00337,0.00443,0.07186,0.21423,0.05121,0.13954,0.08598,0.00503,0.03265,0.04725,0.01729,0.01761,0.02662,0.00950,0.00557,0.00328,0.00801,0.00295,0.00027,0.00031,0.00078
0.00380,0.00364,0.00752,0.00453,0.00928,0.00510,0.03078,0.04230,0.02938,0.04802,0.05734,0.01308,0.03856,0.00370,0.00594,0.00669,0.04374,0.01981,0.01753,0.03820,0.26698,0.05080,0.03463,0.00913,0.13253,0.01210,0.01312,0.01220,0.01153,0.00850,0.00458,0.00314,0.00332,0.00449,0.00188,0.00027,0.00048,0.00140
0.00706,0.00271,0.00622,0.01425,0.03734,0.03764,0.03541,0.01378,0.00648,0.00993,0.05947,0.01356,0.08403,0.00140,0.00544,0.00269,0.00676,0.00163,0.00486,0.04442,0.17684,0.03776,0.03852,0.01665,0.00303,0.18108,0.02747,0.01406,0.01374,0.03613,0.03499,0.00536,0.00389,0.00949,0.00381,0.00028,0.00062,0.00122
0.00466,0.00252,0.00494,0.00755,0.01526,0.01147,0.02701,0.01273,0.00952,0.01614,0.08800,0.01323,0.05645,0.00126,0.00507,0.00222,0.00661,0.00193,0.00481,0.08992,0.19573,0.05157,0.09367,0.03035,0.00492,0.03501,0.09898,0.02457,0.01928,0.02767,0.01100,0.00563,0.00420,0.01064,0.00347,0.00047,0.00058,0.00098
